CFI_number,ICD10_code,description
39,M71531," not elsew right wrist"""
39,M71532," not elsew left wrist"""
39,M71539," not elsew unspecified wrist"""
39,M7154, not elsew hand
39,M71541," not elsew right hand"""
39,M71542," not elsew left hand"""
39,M71549," not elsew unspecified hand"""
39,M7155, not elsew hip
39,M71551," not elsew right hip"""
39,M71552," not elsew left hip"""
39,M71559," not elsew unspecified hip"""
39,M7156, not elsew knee
39,M71561," not elsew right knee"""
39,M71562," not elsew left knee"""
39,M71569," not elsew unspecified knee"""
39,M7157, not elsew ankle and foot
39,M71571," not elsew right ankle and foot"""
39,M71572," not elsew left ankle and foot"""
39,M71579," not elsew unsp ankle and foot"""
39,M7158, not elsew other site
39,M718,Other specified bursopathies
39,M7180, unspecified site
39,M7181, shoulder
39,M71811," right shoulder"""
39,M71812," left shoulder"""
39,M71819," unspecified shoulder"""
39,M7182, elbow
39,M71821," right elbow"""
39,M71822," left elbow"""
39,M71829," unspecified elbow"""
39,M7183, wrist
39,M71831," right wrist"""
39,M71832," left wrist"""
39,M71839," unspecified wrist"""
39,M7184, hand
39,M71841," right hand"""
39,M71842," left hand"""
39,M71849," unspecified hand"""
39,M7185, hip
39,M71851," right hip"""
39,M71852," left hip"""
39,M71859," unspecified hip"""
39,M7186, knee
39,M71861," right knee"""
39,M71862," left knee"""
39,M71869," unspecified knee"""
39,M7187, ankle and foot
39,M71871," right ankle and foot"""
39,M71872," left ankle and foot"""
39,M71879," unspecified ankle and foot"""
39,M7188, other site
39,M7189, multiple sites
39,M719,B unspecified
39,M72,Fibroblastic disorders
39,M720,Palmar fascial fibromatosis [Dupuytren]
39,M721,Knuckle pads
39,M722,Plantar fascial fibromatosis
39,M724,Pseudosarcomatous fibromatosis
39,M726,Necrotizing fasciitis
39,M728,Other fibroblastic disorders
39,M729,F unspecified
39,M75,Shoulder lesions
39,M750,Adhesive capsulitis of shoulder
39,M7500,Adhesive capsulitis of unspecified shoulder
39,M7501,Adhesive capsulitis of right shoulder
39,M7502,Adhesive capsulitis of left shoulder
39,M751,R not specified as traumatic
39,M7510, not specified as traumatic
39,M75100," not trauma"""
39,M75101," not trauma"""
39,M75102," not trauma"""
39,M7511,Incomplete rotatr-cuff tear/ruptr not specified as traumatic
39,M75110," not trauma"""
39,M75111," not trauma"""
39,M75112," not trauma"""
39,M7512,Complete rotatr-cuff tear/ruptr not specified as traumatic
39,M75120," not trauma"""
39,M75121," not trauma"""
39,M75122," not trauma"""
39,M752,Bicipital tendinitis
39,M7520, unspecified shoulder
39,M7521, right shoulder
39,M7522, left shoulder
39,M753,Calcific tendinitis of shoulder
39,M7530,Calcific tendinitis of unspecified shoulder
39,M7531,Calcific tendinitis of right shoulder
39,M7532,Calcific tendinitis of left shoulder
39,M754,Impingement syndrome of shoulder
39,M7540,Impingement syndrome of unspecified shoulder
39,M7541,Impingement syndrome of right shoulder
39,M7542,Impingement syndrome of left shoulder
39,M755,Bursitis of shoulder
39,M7550,Bursitis of unspecified shoulder
39,M7551,Bursitis of right shoulder
39,M7552,Bursitis of left shoulder
39,M758,Other shoulder lesions
39,M7580, unspecified shoulder
39,M7581, right shoulder
39,M7582, left shoulder
39,M759,S unspecified
39,M7590, unspecifi unspecified shoulder
39,M7591, unspecifi right shoulder
39,M7592, unspecifi left shoulder
39,M76,En lower lim excluding foot
39,M760,Gluteal tendinitis
39,M7600, unspecified hip
39,M7601, right hip
39,M7602, left hip
39,M761,Psoas tendinitis
39,M7610, unspecified hip
39,M7611, right hip
39,M7612, left hip
39,M762,Iliac crest spur
39,M7620, unspecified hip
39,M7621, right hip
39,M7622, left hip
39,M763,Iliotibial band syndrome
39,M7630, unspecified leg
39,M7631, right leg
39,M7632, left leg
39,M764,Tibial collateral bursitis [Pellegrini-Stieda]
39,M7640, unspecified leg
39,M7641, right leg
39,M7642, left leg
39,M765,Patellar tendinitis
39,M7650, unspecified knee
39,M7651, right knee
39,M7652, left knee
39,M766,Achilles tendinitis
39,M7660, unspecified leg
39,M7661, right leg
39,M7662, left leg
39,M767,Peroneal tendinitis
39,M7670, unspecified leg
39,M7671, right leg
39,M7672, left leg
39,M768,O excluding foot
39,M7681,Anterior tibial syndrome
39,M76811," right leg"""
39,M76812," left leg"""
39,M76819," unspecified leg"""
39,M7682,Posterior tibial tendinitis
39,M76821," right leg"""
39,M76822," left leg"""
39,M76829," unspecified leg"""
39,M7689, excluding foot
39,M76891," excluding foot"""
39,M76892," excluding foot"""
39,M76899," excluding foot"""
39,M769,U lower lim excluding foot
39,M77,Other enthesopathies
39,M770,Medial epicondylitis
39,M7700, unspecified elbow
39,M7701, right elbow
39,M7702, left elbow
39,M771,Lateral epicondylitis
39,M7710, unspecified elbow
39,M7711, right elbow
39,M7712, left elbow
39,M772,Periarthritis of wrist
39,M7720, unspecified wrist
39,M7721, right wrist
39,M7722, left wrist
39,M773,Calcaneal spur
39,M7730, unspecified foot
39,M7731, right foot
39,M7732, left foot
39,M774,Metatarsalgia
39,M7740, unspecified foot
39,M7741, right foot
39,M7742, left foot
39,M775,Other enthesopathy of foot and ankle
39,M7750,Other enthesopathy of unspecified foot and ankle
39,M7751,Other enthesopathy of right foot and ankle
39,M7752,Other enthesopathy of left foot and ankle
39,M778,O not elsewhere classified
39,M779,E unspecified
39,M79,Ot not elsewhere classified
39,M790,R unspecified
39,M791,Myalgia
39,M7910, unspecified site
39,M7911,Myalgia of mastication muscle
39,M7912, head and neck
39,M7918, other site
39,M792,N unspecified
39,M793,P unspecified
39,M794,Hypertrophy of (infrapatellar) fat pad
39,M795,Residual foreign body in soft tissue
39,M796,P hand      foot      fingers and toes
39,M7960, unspecified
39,M79601,Pain in right arm
39,M79602,Pain in left arm
39,M79603," unspecified"""
39,M79604,Pain in right leg
39,M79605,Pain in left leg
39,M79606," unspecified"""
39,M79609,Pain in unspecified limb
39,M7962,Pain in upper arm
39,M79621,Pain in right upper arm
39,M79622,Pain in left upper arm
39,M79629,Pain in unspecified upper arm
39,M7963,Pain in forearm
39,M79631,Pain in right forearm
39,M79632,Pain in left forearm
39,M79639,Pain in unspecified forearm
39,M7964,Pain in hand and fingers
39,M79641,Pain in right hand
39,M79642,Pain in left hand
39,M79643,Pain in unspecified hand
39,M79644,Pain in right finger(s)
39,M79645,Pain in left finger(s)
39,M79646,Pain in unspecified finger(s)
39,M7965,Pain in thigh
39,M79651,Pain in right thigh
39,M79652,Pain in left thigh
39,M79659,Pain in unspecified thigh
39,M7966,Pain in lower leg
39,M79661,Pain in right lower leg
39,M79662,Pain in left lower leg
39,M79669,Pain in unspecified lower leg
39,M7967,Pain in foot and toes
39,M79671,Pain in right foot
39,M79672,Pain in left foot
39,M79673,Pain in unspecified foot
39,M79674,Pain in right toe(s)
39,M79675,Pain in left toe(s)
39,M79676,Pain in unspecified toe(s)
39,M797,Fibromyalgia
39,M798,Other specified soft tissue disorders
39,M7981,Nontraumatic hematoma of soft tissue
39,M7989,Other specified soft tissue disorders
39,M799,S unspecified
40,M20,Acquired deformities of fingers and toes
40,M200,Deformity of finger(s)
40,M2000,Unspecified deformity of finger(s)
40,M20001,Unspecified deformity of right finger(s)
40,M20002,Unspecified deformity of left finger(s)
40,M20009,Unspecified deformity of unspecified finger(s)
40,M2001,Mallet finger
40,M20011,Mallet finger of right finger(s)
40,M20012,Mallet finger of left finger(s)
40,M20019,Mallet finger of unspecified finger(s)
40,M2002,Boutonniere deformity
40,M20021,Boutonniere deformity of right finger(s)
40,M20022,Boutonniere deformity of left finger(s)
40,M20029,Boutonniere deformity of unspecified finger(s)
40,M2003,Swan-neck deformity
40,M20031,Swan-neck deformity of right finger(s)
40,M20032,Swan-neck deformity of left finger(s)
40,M20039,Swan-neck deformity of unspecified finger(s)
40,M2009,Other deformity of finger(s)
40,M20091,Other deformity of right finger(s)
40,M20092,Other deformity of left finger(s)
40,M20099," unspecified finger(s)"""
40,M201,Hallux valgus (acquired)
40,M2010, unspecified foot
40,M2011, right foot
40,M2012, left foot
40,M202,Hallux rigidus
40,M2020, unspecified foot
40,M2021, right foot
40,M2022, left foot
40,M203,Hallux varus (acquired)
40,M2030, unspecified foot
40,M2031, right foot
40,M2032, left foot
40,M204,Other hammer toe(s) (acquired)
40,M2040, unspecified foot
40,M2041, right foot
40,M2042, left foot
40,M205,Other deformities of toe(s) (acquired)
40,M205X,Other deformities of toe(s) (acquired)
40,M205X1," right foot"""
40,M205X2," left foot"""
40,M205X9," unspecified foot"""
40,M206,A unspecified
40,M2060, unsp      unspecified foot
40,M2061, unspecifi right foot
40,M2062, unspecifi left foot
40,M21,Other acquired deformities of limbs
40,M210,V not elsewhere classified
40,M2100, not elsew unspecified site
40,M2102, not elsew elbow
40,M21021," not elsew right elbow"""
40,M21022," not elsew left elbow"""
40,M21029," not elsew unsp elbow"""
40,M2105, not elsew hip
40,M21051," not elsew right hip"""
40,M21052," not elsew left hip"""
40,M21059," not elsew unspecified hip"""
40,M2106, not elsew knee
40,M21061," not elsew right knee"""
40,M21062," not elsew left knee"""
40,M21069," not elsew unspecified knee"""
40,M2107, not elsew ankle
40,M21071," not elsew right ankle"""
40,M21072," not elsew left ankle"""
40,M21079," not elsew unsp ankle"""
40,M211,V not elsewhere classified
40,M2110, not elsew unspecified site
40,M2112, not elsew elbow
40,M21121," not elsew right elbow"""
40,M21122," not elsew left elbow"""
40,M21129," not elsew unspecified elbow"""
40,M2115, not elsew hip
40,M21151," not elsew right hip"""
40,M21152," not elsew left hip"""
40,M21159," not elsew unspecified"""
40,M2116, not elsew knee
40,M21161," not elsew right knee"""
40,M21162," not elsew left knee"""
40,M21169," not elsew unspecified knee"""
40,M2117, not elsew ankle
40,M21171," not elsew right ankle"""
40,M21172," not elsew left ankle"""
40,M21179," not elsew unspecified ankle"""
40,M212,Flexion deformity
40,M2120, unspecified site
40,M2121, shoulder
40,M21211," right shoulder"""
40,M21212," left shoulder"""
40,M21219," unspecified shoulder"""
40,M2122, elbow
40,M21221," right elbow"""
40,M21222," left elbow"""
40,M21229," unspecified elbow"""
40,M2123, wrist
40,M21231," right wrist"""
40,M21232," left wrist"""
40,M21239," unspecified wrist"""
40,M2124, finger joints
40,M21241," right finger joints"""
40,M21242," left finger joints"""
40,M21249," unspecified finger joints"""
40,M2125, hip
40,M21251," right hip"""
40,M21252," left hip"""
40,M21259," unspecified hip"""
40,M2126, knee
40,M21261," right knee"""
40,M21262," left knee"""
40,M21269," unspecified knee"""
40,M2127, ankle and toes
40,M21271," right ankle and toes"""
40,M21272," left ankle and toes"""
40,M21279," unspecified ankle and toes"""
40,M213,Wrist or foot drop (acquired)
40,M2133,Wrist drop (acquired)
40,M21331," right wrist"""
40,M21332," left wrist"""
40,M21339," unspecified wrist"""
40,M2137,Foot drop (acquired)
40,M21371," right foot"""
40,M21372," left foot"""
40,M21379," unspecified foot"""
40,M214,Flat foot [pes planus] (acquired)
40,M2140, unspecified foot
40,M2141, right foot
40,M2142, left foot
40,M215,A clubhand  clawfoot and clubfoot
40,M2151,Acquired clawhand
40,M21511," right hand"""
40,M21512," left hand"""
40,M21519," unspecified hand"""
40,M2152,Acquired clubhand
40,M21521," right hand"""
40,M21522," left hand"""
40,M21529," unspecified hand"""
40,M2153,Acquired clawfoot
40,M21531," right foot"""
40,M21532," left foot"""
40,M21539," unspecified foot"""
40,M2154,Acquired clubfoot
40,M21541," right foot"""
40,M21542," left foot"""
40,M21549," unspecified foot"""
40,M216,Other acquired deformities of foot
40,M2161,Bunion
40,M21611,Bunion of right foot
40,M21612,Bunion of left foot
40,M21619,Bunion of unspecified foot
40,M2162,Bunionette
40,M21621,Bunionette of right foot
40,M21622,Bunionette of left foot
40,M21629,Bunionette of unspecified foot
40,M216X,Other acquired deformities of foot
40,M216X1,Other acquired deformities of right foot
40,M216X2,Other acquired deformities of left foot
40,M216X9,Other acquired deformities of unspecified foot
40,M217,Unequal limb length (acquired)
40,M2170, unspecified site
40,M2172, humerus
40,M21721," right humerus"""
40,M21722," left humerus"""
40,M21729," unspecified humerus"""
40,M2173, ulna and radius
40,M21731," right ulna"""
40,M21732," left ulna"""
40,M21733," right radius"""
40,M21734," left radius"""
40,M21739," unspecified ulna and radius"""
40,M2175, femur
40,M21751," right femur"""
40,M21752," left femur"""
40,M21759," unspecified femur"""
40,M2176, tibia and fibula
40,M21761," right tibia"""
40,M21762," left tibia"""
40,M21763," right fibula"""
40,M21764," left fibula"""
40,M21769," unspecified tibia and fibula"""
40,M218,Other specified acquired deformities of limbs
40,M2180,Other specified acquired deformities of unspecified limb
40,M2182,Other specified acquired deformities of upper arm
40,M21821,Other specified acquired deformities of right upper arm
40,M21822,Other specified acquired deformities of left upper arm
40,M21829,Oth acquired deformities of unspecified upper arm
40,M2183,Other specified acquired deformities of forearm
40,M21831,Other specified acquired deformities of right forearm
40,M21832,Other specified acquired deformities of left forearm
40,M21839,Other specified acquired deformities of unspecified forearm
40,M2185,Other specified acquired deformities of thigh
40,M21851,Other specified acquired deformities of right thigh
40,M21852,Other specified acquired deformities of left thigh
40,M21859,Other specified acquired deformities of unspecified thigh
40,M2186,Other specified acquired deformities of lower leg
40,M21861,Other specified acquired deformities of right lower leg
40,M21862,Other specified acquired deformities of left lower leg
40,M21869,Oth acquired deformities of unspecified lower leg
40,M219,Unspecified acquired deformity of limb and hand
40,M2190,Unspecified acquired deformity of unspecified limb
40,M2192,Unspecified acquired deformity of upper arm
40,M21921,Unspecified acquired deformity of right upper arm
40,M21922,Unspecified acquired deformity of left upper arm
40,M21929,Unspecified acquired deformity of unspecified upper arm
40,M2193,Unspecified acquired deformity of forearm
40,M21931,Unspecified acquired deformity of right forearm
40,M21932,Unspecified acquired deformity of left forearm
40,M21939,Unspecified acquired deformity of unspecified forearm
40,M2194,Unspecified acquired deformity of hand
40,M21941," right hand"""
40,M21942," left hand"""
40,M21949," unspecified hand"""
40,M2195,Unspecified acquired deformity of thigh
